index,ODDO1,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00
18782,465.23173339999994,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7392048,7353184,7444032,7341872,7334256,7496976,7471216,7477952,7427312,7370288,7563392,7523456,7374416,7353920,7502896,7369040,7360720
18783,465.60294539999995,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7392048,7353184,7444032,7341872,7334256,7496976,7471216,7477952,7427312,7370288,7563392,7523456,7374416,7353920,7502896,7369040,7360720
18784,465.97415739999997,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7392048,7353184,7444032,7341872,7334256,7496976,7471216,7477952,7427312,7370288,7563392,7523456,7374416,7353920,7502896,7369040,7360720
18785,466.3453694,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7392048,7353184,7444032,7341872,7334256,7496976,7471216,7477952,7427312,7370288,7563392,7523456,7374608,7353920,7502896,7369040,7360720
18786,466.7165814,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563392,7523456,7374608,7353920,7502896,7369040,7360720
18787,467.0877934,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563392,7523456,7374608,7353920,7502896,7369040,7360720
18788,467.4590063999999,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563392,7523456,7374608,7353920,7502896,7369040,7360720
18789,467.8302183999999,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563360,7523456,7374608,7353920,7502896,7369040,7360720
18790,468.20143039999994,7525872,7356224,7321264,7480880,7572592,7376096,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563360,7523456,7374608,7353920,7502896,7369040,7360720
18791,468.57264239999995,7525872,7356224,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427312,7370288,7563360,7523456,7374608,7353920,7502896,7369040,7360720
18792,468.94385439999996,7525872,7356224,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7444032,7341872,7334256,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7502896,7369040,7361200
18793,469.3150664,7525872,7356224,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7334256,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7502896,7369040,7361200
18794,469.6862784,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18795,470.0574904,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18796,470.4287033999999,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18797,470.7999153999999,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18798,471.17112739999993,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18799,471.54233939999995,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18800,471.91355139999996,7525872,7356512,7321264,7480880,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18801,472.2847634,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18802,472.6559754,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18803,473.0271874,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18804,473.3983994,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18805,473.7696123999999,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18806,474.14082439999993,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18807,474.51203639999994,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18808,474.88324839999996,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18809,475.25446039999997,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18810,475.6256724,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18811,475.9968844,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18812,476.3680964,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18813,476.7393093999999,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7353920,7503248,7369040,7361200
18814,477.1105213999999,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477952,7427232,7370288,7563360,7523456,7374608,7354112,7503248,7369040,7361200
18815,477.48173339999994,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523456,7374608,7354112,7503248,7369040,7361200
18816,477.85294539999995,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353184,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523456,7374608,7354112,7503248,7369040,7361200
18817,478.22415739999997,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523456,7374608,7354112,7503248,7369040,7361200
18818,478.5953694,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523456,7374608,7354112,7503248,7369040,7361200
18819,478.9665814,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523568,7374608,7354112,7503248,7369040,7361200
18820,479.3377934,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370288,7563360,7523568,7374608,7354112,7503248,7369040,7361200
18821,479.7090063999999,7525872,7356512,7321264,7480688,7572592,7376048,7379280,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369040,7361200
18822,480.0802183999999,7525984,7356512,7321264,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341872,7333936,7496976,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369040,7361200
18823,480.45143039999994,7525984,7356512,7321264,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7496976,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369040,7361200
18824,480.82264239999995,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18825,481.19385439999996,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18826,481.5650664,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18827,481.9362784,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18828,482.3074904,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18829,482.6787033999999,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18830,483.0499153999999,7525984,7356512,7321328,7480688,7572592,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18831,483.42112739999993,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18832,483.79233939999995,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18833,484.16355139999996,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18834,484.5347634,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18835,484.9059754,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18836,485.2771874,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18837,485.6483994,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18838,486.0196123999999,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18839,486.39082439999993,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18840,486.76203639999994,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18841,487.13324839999996,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18842,487.50446039999997,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18843,487.8756724,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18844,488.2468844,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18845,488.6180964,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391952,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18846,488.9893093999999,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470896,7477968,7427232,7370352,7563360,7523568,7374608,7354112,7503248,7369152,7361200
18847,489.3605213999999,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361200
18848,489.73173339999994,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361200
18849,490.10294539999995,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361200
18850,490.47415739999997,7525984,7356512,7321328,7480688,7571760,7376048,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361200
18851,490.8453694,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361232
18852,491.2165814,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503248,7369152,7361232
18853,491.5877934,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18854,491.9590063999999,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18855,492.3302183999999,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443728,7341776,7333936,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18856,492.70143039999994,7525984,7356512,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18857,493.07264239999995,7525984,7356608,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18858,493.44385439999996,7525984,7356608,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18859,493.8150664,7525984,7356608,7321328,7480688,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18860,494.1862784,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18861,494.5574904,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18862,494.9287033999999,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18863,495.2999153999999,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18864,495.67112739999993,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18865,496.04233939999995,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18866,496.41355139999996,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18867,496.7847634,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18868,497.1559754,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18869,497.5271874,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18870,497.8983994,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18871,498.2696123999999,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18872,498.64082439999993,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18873,499.01203639999994,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18874,499.38324839999996,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18875,499.75446039999997,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7353024,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354112,7503216,7369152,7361232
18876,500.1256724,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477968,7427232,7370352,7563360,7523568,7374592,7354240,7503216,7369152,7361232
18877,500.4968844,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523568,7374592,7354240,7503216,7369152,7361232
18878,500.8680964,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523568,7374592,7354240,7503216,7369152,7361232
18879,501.2393093999999,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523568,7374592,7354240,7503216,7369152,7361232
18880,501.6105213999999,7525984,7356608,7321328,7481632,7571760,7376000,7379072,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523568,7374592,7354240,7503216,7369152,7361232
18881,501.98173339999994,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523584,7374592,7354240,7503216,7369152,7361232
18882,502.35294539999995,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370352,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18883,502.72415739999997,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18884,503.0953694,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18885,503.4665814,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341776,7334080,7497024,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18886,503.8377934,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18887,504.2090063999999,7526128,7356608,7321328,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18888,504.5802183999999,7526128,7356608,7321488,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18889,504.95143039999994,7526128,7356608,7321488,7481632,7571760,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18890,505.32264239999995,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18891,505.69385439999996,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18892,506.0650664,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18893,506.4362784,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18894,506.8074904,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18895,507.1787033999999,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18896,507.5499153999999,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18897,507.92112739999993,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18898,508.29233939999995,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18899,508.66355139999996,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18900,509.2640414,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18901,509.86453140000003,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18902,510.46502239999995,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18903,511.0655124,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18904,511.6660024,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391856,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374592,7354240,7503216,7369328,7361232
18905,512.2664924000001,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470928,7477888,7427232,7370320,7563360,7523584,7374720,7354240,7503216,7369328,7361232
18906,512.8669823999999,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563360,7523584,7374720,7354240,7503216,7369328,7361232
18907,513.4674734,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563360,7523584,7374720,7354240,7503216,7369328,7361232
18908,514.0679634,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563360,7523584,7374720,7354240,7503216,7369328,7361232
18909,514.6684533999999,7526128,7356608,7321488,7481632,7572160,7376000,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563360,7523584,7374720,7354240,7503216,7369328,7361232
18910,515.2689433999999,7526128,7356608,7321488,7481632,7572160,7375680,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563536,7523584,7374720,7354240,7503216,7369328,7361232
18911,515.8694333999999,7526128,7356608,7321488,7481632,7572160,7375680,7379024,7391840,7352960,7443712,7341760,7334080,7496800,7470880,7477888,7427232,7370320,7563536,7523584,7374720,7354240,7503216,7369328,7361232
